licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
JOLLIBEAN FOODS PTE. LTD.,SW09841V000,31 JURONG WEST STREET 63 #02-03 PIONEER MRT STN SINGAPORE 648310,B,na,na,na
ROYAL T GROUP PTE. LTD.,SW09837L000,1 JURONG WEST CENTRAL 2 PART OF #B1-09 JURONG POINT SHOPPING CENTRE SINGAPORE 648886,A,na,na,na
UNDERWATER WORLD SINGAPORE PTE LTD,SW09835P000,80 SILOSO ROAD UNDERWATER WORLD - SENTOSA SINGAPORE 098969,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09834X000,30 SENTOSA GATEWAY #01-K173 USS MADAGASCAR-ANTARCTIC REFRESHMENTS SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09833V000,30 SENTOSA GATEWAY #01-K174 USS MADAGASCAR-TROPICAL DELIGHT SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09831B000,30 SENTOSA GATEWAY USS - MADAGASCAR - CASA DEL WILD #01-323/324 SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09830C000,30 SENTOSA GATEWAY #01-K181 USS SHREK(FAR FAR AWAY)-GINGY'S HOUSE OF SWEETS SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09828N000,30 SENTOSA GATEWAY #01-321 USS -MADAGASCAR -GLORIA'S SNACK SHACK SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09827P000,30 SENTOSA GATEWAY #01-K194 USS LOST WORLD-MARINER'S MARKET SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09826X000,30 SENTOSA GATEWAY #01-K195 USS LOST WORLD-JUNGLE BITES SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09824A000,30 SENTOSA GATEWAY #01-341 USS LOST WORLD -DISCOVERY CENTRE FOODCOURT SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09823B000,30 SENTOSA GATEWAY #01-K202 USS-EGYPT CAIRO MARKET SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09822C000,30 SENTOSA GATEWAY #01-K184 USS - SHREK (FAR FAR AWAY) FAIRY GODMOTHER SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09821E000,30 SENTOSA GATEWAY #01-K203 USS-EGYPT PHARAOH'S-DESSERT OASIS SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09820J000,30 SENTOSA GATEWAY #01-332 USS - SHREK (FFA) GOLDILOCKS F.C. SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09819P000,30 SENTOSA GATEWAY #01-342 USS LOST WORLD - FOSSIL FUELS SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09817V000,30 SENTOSA GATEWAY #01-333 USS - SHREK (FFA) FRIAR'S FAT BOY SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09816A000,30 SENTOSA GATEWAY #01-K221 USS-SCI-FI PLANET YEN SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09815B000,30 SENTOSA GATEWAY #01-361 USS EGYPT - OASIS SPICE CAFE SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09814C000,30 SENTOSA GATEWAY #01-K212 USS-SCI-FI FROZEN FUEL SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09813E000,30 SENTOSA GATEWAY #01-304 USS - NEW YORK - KT'S GRILL (L1 & L2) SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09812J000,30 SENTOSA GATEWAY USS-SCI-FI GALACTIC TREATS #01-K211/01-363 SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09810L000,30 SENTOSA GATEWAY #01-381 USS - NEW YORK - LOUI'S NY PIZZA PARLOR SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09809V000,30 SENTOSA GATEWAY #01-K157 USS HOLLYWOOD-NY-HOME-MADE PRATAS SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09807B000,30 SENTOSA GATEWAY #01-303 USS HOLLYWOOD - MEL'S DRIVE-IN SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09806C000,30 SENTOSA GATEWAY #01-K156 USS HOLLYWOOD-NY-STUDIO SNACKS SINGAPORE 098269,A,na,na,na
STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW09805E000,30 SENTOSA GATEWAY #01-309 UNIVERSAL STUDIO SINGAPORE RESORTS WORLD SENTOSA SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09804J000,30 SENTOSA GATEWAY #01-K153 USS HOLLYWOOD-NY-POPS! POPCORN DELIGHT SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09803K000,30 SENTOSA GATEWAY #01-302 USS - HOLLYWOOD CHINA BISTRO SINGAPORE 098269,A,na,na,na
LWT F&B PTE. LTD.,SW09797P000,31 JURONG WEST STREET 63 #02-05 PIONEER MRT STATION SINGAPORE 648310,A,na,na,na
CAKE HISTORY PTE. LTD.,SW09796X000,31 JURONG WEST STREET 63 #02-02 PIONEER MRT STATION SINGAPORE 648310,na,na,na,na
TAN BOON HAI,SW09795V000,91 JOO KOON CIRCLE #02-03 JOO KOON MRT STATION SINGAPORE 629116,B,na,na,na
HI KOREA PRIVATE LIMITED,SW09794A000,284 BUKIT BATOK EAST AVENUE 3 #01-251 PART OF SINGAPORE 650284,B,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09792C000,8 SENTOSA GATEWAY FESTIVE GRAND - BAR A SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09791E000,8 SENTOSA GATEWAY HARD ROCK HOTEL (ROCK POOL BAR) SINGAPORE 098269,na,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09790J000,8 SENTOSA GATEWAY HARD ROCK HOTEL (THE ROCK BAR) SINGAPORE 098269,na,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09784C000,8 SENTOSA GATEWAY HARD ROCK HOTEL (STARZ RESTAURANT) SINGAPORE 098269,A,na,na,na
PAPPAMIA GROUP PTE. LTD.,SW09783E000,26 SENTOSA GATEWAY #02-115/116 FESTIVE HOTEL RESORTS WORLD SENTOSA SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09781K000,8 SENTOSA GATEWAY HOTEL MICHAEL (PALIO) - L2 SINGAPORE 098269,A,na,na,na
AVENUE JOFFRE (SENTOSA) PTE. LTD,SW09780L000,26 SENTOSA GATEWAY #02-137/138/139 CROCKFORD'S TOWER RWS SINGAPORE 098138,A,na,na,na
GOH KWEE LENG,SW09776C000,1 JURONG WEST CENTRAL 2 #02-K9/K10 JURONG POINT S/CENTRE SINGAPORE 648886,A,na,na,na
W-39 BISTRO LLP,SW09761X000,39 JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128637,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09759E000,735 JURONG WEST STREET 75 #01-35 SINGAPORE 640735,B,na,na,na
3M INNOVATION SINGAPORE PTE. LTD,SW09756L000,2 TUAS LINK 4 SINGAPORE 637321,A,na,na,na
THE WOK PEOPLE PTE. LTD.,SW09755N000,35 TUAS SOUTH AVENUE 6 FIRST STOREY SINGAPORE 637377,A,na,na,na
BLISS YOGURT PTE. LTD.,SW09748L000,21 CHOA CHU KANG NORTH 6 #01-48 YEW TEE POINT SINGAPORE 689578,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09739N000,659 JURONG WEST STREET 65 #01-01 SINGAPORE 644659,A,na,na,na
SF (YEWTEE) PTE. LTD.,SW09727A000,21 CHOA CHU KANG NORTH 6 #B1-46 YEW TEE POINT SINGAPORE 689578,A,na,na,na
TAY CHIN HAI,SW09721L000,504 WEST COAST DRIVE #01-232 (PART OF: RIGHT UNIT) SINGAPORE 120504,B,na,na,na
MR BEAN INTERNATIONAL PTE. LTD.,SW09719A000,1 HARBOURFRONT WALK #B2-K15 VIVO CITY SINGAPORE 098585,A,na,na,na
JUZ BREAD HOLDING PTE. LTD.,SW09711P000,1 HARBOURFRONT WALK #B2-K17 VIVO CITY SINGAPORE 098585,na,na,na,na
FOODTECH F&B VENTURES PTE. LTD.,SW09708E000,1 HARBOURFRONT WALK #B2-K16 VIVO CITY SINGAPORE 098585,A,na,na,na
ANJALI RESTAURANT AND CATERING PTE. LTD.,SW09706K000,5 TECH PARK CRESCENT #01-03 WORKERS' DORMITORY SINGAPORE 638127,na,na,na,na
MUNMUN LLP,SW09697A000,1 JALAN ANAK BUKIT #B2-RK1 BUKIT TIMAH PLAZA SINGAPORE 588996,B,na,na,na
FRONTIER FOOD SERVICES PTE. LTD,SW09680X000,15 TUKANG INNOVATION DRIVE SINGAPORE 618299,B,na,na,na
NOSH & CO PTE. LTD.,SW09669J000,9 ROCHESTER PARK 2nd storey SINGAPORE 139220,na,na,na,na
NOSH & CO PTE. LTD.,SW09665P000,9 ROCHESTER PARK 1st & 2nd storey SINGAPORE 139220,A,na,na,na
WAVE HOUSE SENTOSA PTE. LTD,SW09655V000,36 SILOSO BEACH WALK SENTOSA SINGAPORE 099007,A,na,na,na
FOUR SEASONS FOOD CENTRAL PTE. LTD.,SW09651E000,14 ENTERPRISE ROAD #01-02 SINGAPORE 627698,na,na,na,na
TEAMUP OPHTHAMLIC SERVICES PTE LTD,SW09628C000,21 BUKIT BATOK CRESCENT #02-85 WCEGA TOWER SINGAPORE 658065,na,na,na,na
SODEXO SINGAPORE PTE. LTD.,SW09608L000,95 PORTSDOWN ROAD TANGLIN TRUST SCHOOL LEARNING SPACE BLK (LEVEL 2) SINGAPORE 139299,A,na,na,na
LIM KOK KAY,SW09606P000,61 TELOK BLANGAH HEIGHTS #01-105 PART OF SINGAPORE 100061,na,na,na,na
SOD CAFE LLP,SW09605X000,21 CHOA CHU KANG NORTH 6 #B1-43 YEW TEE POINT SINGAPORE 689578,A,na,na,na
ZENSHO FOOD SINGAPORE PTE. LTD.,SW09593N000,21 CHOA CHU KANG NORTH 6 #01-36 YEW TEE POINT SINGAPORE 689578,A,na,na,na
NG MEITING,SW09590V000,21 CHOA CHU KANG NORTH 6 #B1-38/49 YEWTEE POINT SINGAPORE 689578,A,na,na,na
LKE F & B HOLDINGS PTE. LTD,SW09588J000,504 WEST COAST DRIVE #01-236 SINGAPORE 120504,A,na,na,na
BACHMANN JAPANESE RESTAURANT PTE LTD,SW09575X000,1 HARBOURFRONT WALK #01-104/105 VIVO CITY SINGAPORE 098585,A,na,na,na
SWEET BREAD PTE. LTD.,SW09570E000,201 BOON LAY WAY #01-07/08 LAKESIDE MRT STATION SINGAPORE 649845,na,na,na,na
WEN JIA BAO MANAGEMENT PTE. LTD.,SW09569N000,201 BOON LAY WAY #01-04A LAKESIDE MRT STATION SINGAPORE 649845,B,na,na,na
CAKE HISTORY PTE. LTD.,SW09568P000,201 BOON LAY WAY #01-04 #01-04 LAKESIDE MRT STN SINGAPORE 649845,B,na,na,na
BEH SOO KIM,SW09567X000,201 BOON LAY WAY #01-09/10 LAKESIDE MRT STN SINGAPORE 649845,B,na,na,na
CHEERS HOLDINGS (2004) PTE. LTD.,SW09558V000,100 NORTH BUONA VISTA ROAD #01-01 BUONA VISTA MRT STATION SINGAPORE 139345,A,na,na,na
TEN & HAN TRADING PTE LTD,SW09547C000,100 NORTH BUONA VISTA ROAD #01-08 BUONA VISTA MRT STATION SINGAPORE 139345,A,na,na,na
JAB SYNERGY PTE. LTD.,SW09545J000,21 CHOA CHU KANG NORTH 6 #B1-41 YEWTEE POINT SINGAPORE 689578,A,na,na,na
CHUA KEE HUA,SW09542N000,63 YUNG KUANG ROAD #01-79 SINGAPORE 610063,B,na,na,na
KOI CAFE GROUP (S) PTE. LTD.,SW09529J000,100 NORTH BUONA VISTA ROAD #01-02/03 BUONA VISTA MRT STATION SINGAPORE 139345,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09513B000,338 JURONG EAST AVENUE 1 #01-1636 PART OF SINGAPORE 600338,B,na,na,na
MAUNG KYI MAUNG,SW09489L000,20 JURONG WEST STREET 93 #02-11 JURONG WEST SWIMMING COMPLEX SINGAPORE 648965,A,na,na,na
HOME COOK PTE. LTD.,SW09475B000,5A JALAN PAPAN TERUSAN LODGE 1 FOREIGN WORKER DORMITORY SINGAPORE 619406,na,na,na,na
TAN BEE BEE,SW09472J000,100 NORTH BUONA VISTA ROAD #01-04 & #01-06 BUONA VISTA MRT STATION SINGAPORE 139345,B,6,na,na
CHAN FUN CHOR,SW09463K000,3151 COMMONWEALTH AVENUE WEST #03-01 SINGAPORE 129581,na,na,na,na
GARDENS ASSETS PTE. LTD,SW09453N000,354 CLEMENTI AVENUE 2 #01-235 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354,B,8,na,na
OLDTOWN SINGAPORE PTE. LTD.,SW09448J000,333 BOON LAY WAY #2C-01 SAFRA JURONG SINGAPORE 649848,A,na,na,na
CONES AND CUPS PTE. LTD.,SW09447K000,333 BOON LAY WAY #2B-02 SAFRA JURONG SINGAPORE 649848,B,na,na,na
EDO SUSHI PTE LTD,SW09435X000,1 BUKIT BATOK CENTRAL LINK #01-02 WEST MALL SINGAPORE 658713,A,na,na,na
SALMAAN RESTAURANT & CATERING PTE. LTD.,SW09409A000,338 JURONG EAST AVENUE 1 #01-1640 SINGAPORE 600338,B,na,na,na
STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW09398P000,79 SCIENCE PARK DRIVE #01-03 CINTECH IV S'PORE SCIENCE PK I SINGAPORE 118264,A,na,na,na
MOMIJI RESTAURANTS PTE. LTD.,SW09397X000,333 BOON LAY WAY 2B-01 SAFRA JURONG CLUB SINGAPORE 649848,A,na,na,na
ZULKIFLI BIN ISMAEL,SW09386B000,51 SOON LEE ROAD #01-51C SCAL RECREATION CENTRE SINGAPORE 628088,na,na,na,na
TEH SEOH YOKE,SW09385C000,498 JURONG WEST STREET 41 #01-450 SINGAPORE 640498,A,na,na,na
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,SW09368E000,35 JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128635,A,na,na,na
JOY GARDEN RESTAURANT PTE. LTD.,SW09366K000,333 BOON LAY WAY #3A-02 SAFRA JURONG CLUB SINGAPORE 649848,B,na,na,na
K BOX ENTERTAINMENT GROUP PTE. LTD.,SW09359J000,333 BOON LAY WAY #3A-01 SAFRA JURONG CLUBHOUSE SINGAPORE 649848,A,na,na,na
JP FOODSERVICE PTE. LTD.,SW09358K000,333 BOON LAY WAY #2A-01 SAFRA JURONG CLUB SINGAPORE 649848,B,na,na,na
ARKADAS CAFE PTE. LTD,SW09354X000,1 FUSIONOPOLIS WAY #03-02 THE CONNEXIS SINGAPORE 138632,A,na,na,na
HARVESTFOODS PTE LTD,SW09348N000,63 JURONG WEST CENTRAL 3 #B1-45/46 JURONG POINT SINGAPORE 648331,A,na,na,na
JUBILEE FOOD SUPPLIES PTE. LTD.,SW09341E000,21 CHOA CHU KANG NORTH 6 #01-18 YEW TEE POINT SINGAPORE 689578,B,na,na,na
MANUFACTURE ELEMENT PREFABRICATE PTE. LTD.,SW09334C000,23 NEYTHAL ROAD SINGAPORE 628588,na,na,na,na
FRAGRANCE FOODSTUFF PTE LTD,SW09321N000,21 CHOA CHU KANG NORTH 6 #B1-39 YEW TEE POINT SINGAPORE 689578,na,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09316J000,678D JURONG WEST STREET 64 ##01-345 SINGAPORE 644678,A,na,na,na
MCDONALD'S RESTAURANTS PTE. LTD.,SW09279E000,624 CHOA CHU KANG STREET 62 #01-264 YEW TEE SHOPPING CENTRE SINGAPORE 680624,A,na,na,na
ANG PEI XIONG,SW09267N000,21 CHOA CHU KANG NORTH 6 #B1-42 YEW TEE POINT SINGAPORE 689578,A,na,na,na
BIG BUCKS INVESTMENTS PTE. LTD.,SW09264V000,500 DOVER ROAD SINGAPORE POLYTECHNIC SINGAPORE 139651,A,na,na,na
MCDONALD'S RESTAURANTS PTE. LTD.,SW09255A000,624 CHOA CHU KANG STREET 62 #01-262 YEW TEE SHOPPING CENTRE SINGAPORE 680624,A,na,na,na
WGW F&B PTE. LTD.,SW09253C000,350 JURONG EAST AVENUE 1 #01-1237 SINGAPORE 600350,B,na,na,na
MGM FOODS PTE. LTD.,SW09235J000,2-D JALAN PAPAN #01-05 AVERY LODGE SINGAPORE 619415,na,na,na,na
SI FU EATING HOUSE PTE. LTD.,SW09230X000,15 PIONEER WALK PIONEER HUB SINGAPORE 627753,na,na,na,na
GLAXO WELLCOME MANUFACTURING PTE LTD,SW09227J000,10 TUAS SOUTH AVENUE 8 SINGAPORE 637421,A,na,na,na
OKKUDAK PTE. LTD.,SW09226K000,16 CHUN TIN ROAD SINGAPORE 599603,B,na,na,na
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,SW09224N000,21 CHOA CHU KANG NORTH 6 #01-19/20 YEW TEE POINT SINGAPORE 689578,A,na,na,na
MINOR FOOD GROUP (SINGAPORE) PTE. LTD.,SW09215P000,21 CHOA CHU KANG NORTH 6 #01-17 YEW TEE POINT SINGAPORE 689578,A,na,na,na
KOUFU PTE LTD,SW09209L000,21 CHOA CHU KANG NORTH 6 #B1-17/22 YEW TEE POINT SINGAPORE 689578,na,na,na,na
FOUR LEAVES PTE. LTD.,SW09186N000,21 CHOA CHU KANG NORTH 6 #B1-33/34 YEW TEE POINT SINGAPORE 689578,na,na,na,na
WEST CO'Z CAFE PTE. LTD.,SW09179L000,21 CHOA CHU KANG NORTH 6 #01-28 YEW TEE POINT SINGAPORE 689578,A,na,na,na
NIHON MURA PTE. LTD.,SW09178N000,21 CHOA CHU KANG NORTH 6 #B1-29/30 YEW TEE POINT SINGAPORE 689578,A,na,na,na
BREADTALK PTE LTD,SW09176X000,21 CHOA CHU KANG NORTH 6 #01-03 YEW TEE POINT SINGAPORE 689578,A,na,na,na
TAI SAM YUEN PTE. LTD.,SW09173B000,3151 COMMONWEALTH AVENUE WEST #01-K6 CITY VIBE SINGAPORE 129581,A,na,na,na
TENDERFRESH FRIED & BBQ CHICKEN PTE LTD,SW09168X000,21 CHOA CHU KANG NORTH 6 #B1-37 YEW TEE POINT SINGAPORE 689578,A,na,na,na
PARADISE INN PTE. LTD.,SW09155E000,154 WEST COAST ROAD #B1-48 WEST COAST PLAZA SINGAPORE 127371,A,na,na,na
JEW KIT GROUP PTE. LTD,SW09154J000,170 UPPER BUKIT TIMAH ROAD #B1-16/17 BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,B,na,na,na
TEN & HAN TRADING PTE LTD,SW09153K000,21 CHOA CHU KANG NORTH 6 #01-37 YEWTEE POINT SINGAPORE 689578,A,na,na,na
MAYSON BAKERY PTE LTD,SW09151N000,63 JURONG WEST CENTRAL 3 #01-75 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
JOLLIBEAN FOODS PTE. LTD.,SW09135N000,21 CHOA CHU KANG NORTH 6 #B1-48 YEW TEE POINT SINGAPORE 689578,A,na,na,na
EVERTOP CAFE & DINING ROOM PTE. LTD,SW09132V000,354 CLEMENTI AVENUE 2 #01-257 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354,B,na,na,na
FOODTECH F&B VENTURES PTE. LTD.,SW09129K000,21 CHOA CHU KANG AVENUE 4 #B1-K1 LOT 1 SHOPPERS'MALL SINGAPORE 689812,A,na,na,na
WONG KOK WAY,SW09127N000,5 PIONEER SECTOR 3 BLK A (FIRST STOREY) SINGAPORE 628344,A,na,na,na
ALASTEIR GOH JIAN ZHANG,SW09122B000,21 CHOA CHU KANG NORTH 6 #B1-40 YEWTEE POINT SINGAPORE 689578,A,na,na,na
BLACK CANYON (S) PTE. LTD.,SW09120E000,1 FUSIONOPOLIS WAY #02-01/02 THE CONNEXIS SINGAPORE 138632,A,na,na,na
OLDTOWN SINGAPORE PTE. LTD.,SW09119N000,21 CHOA CHU KANG NORTH 6 #B1-28 YEW TEE POINT SINGAPORE 689578,A,na,na,na
CHALCEDONY PTE. LTD.,SW09101L000,21 CHOA CHU KANG NORTH 6 #01-35 YEWTEE POINT SINGAPORE 689578,A,na,na,na
MILLENIA HOTEL PRIVATE LIMITED,SW09077A000,1 THE KNOLLS SENTOSA ISLAND CAPELLA SINGAPORE BASEMENT 1 SINGAPORE 098297,A,na,na,na
MILLENIA HOTEL PRIVATE LIMITED,SW09072K000,1 THE KNOLLS. SENTOSA ISLAND CAPELLA SINGAPORE 2ND STY SINGAPORE 098297,na,na,na,na
MILLENIA HOTEL PRIVATE LIMITED,SW09071L000,1 THE KNOLLS. SENTOSA ISLAND CAPELLA SINGAPORE 1ST STY (BANQUENT) SINGAPORE 098297,A,na,na,na
MILLENIA HOTEL PRIVATE LIMITED,SW09070N000,1 THE KNOLLS SENTOSA ISLAND CAPELLA SINGAPORE 3RD/4TH STY (CASSIA) SINGAPORE 098297,A,na,na,na
BACK TO BASICS ALTERNATIVE DIET PTE. LTD.,SW09068B000,88A TELOK BLANGAH HEIGHTS #01-01 MULTI STOREY CAR PARK SINGAPORE 101088,na,na,na,na
SKY BLUEZ FOOD HUB PTE. LTD.,SW09054N000,1B MURAI FARMWAY #01-01 SINGAPORE 709155,na,na,na,na
MILLENIA HOTEL PRIVATE LIMITED,SW09053P000,1 THE KNOLLS SENTOSA ISLAND CAPELLA SINGAPORE 1ST STY SINGAPORE 098297,A,na,na,na
YA KUN CAFE PTE. LTD.,SW09045P000,1 FUSIONOPOLIS WAY #01-12 THE CONNEXIS SINGAPORE 138632,B,na,na,na
MANNA 360 PTE. LTD,SW09036X000,63 JURONG WEST CENTRAL 3 #01-31 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,A,na,na,na
GAN XINGPING,SW08B91L000,3151 COMMONWEALTH AVENUE WEST #01-17/18 CITY VIBE SINGAPORE 129581,A,na,na,na
BAI-QUO PTE. LTD.,SW08B85J000,964 JURONG WEST STREET 91 #01-334 PART OF SINGAPORE 640964,B,na,na,na
CHOY FONG YEE LISA @ GOH KIM ENG,SW08B74N000,6A JURONG WEST STREET 52 GRACE ORCHARD SCHOOL SINGAPORE 649297,na,na,na,na
FISH & CO. RESTAURANTS PTE. LTD.,SW08B29B000,1 JURONG WEST CENTRAL 2 #02-20E JURONG POINT SHOPPING CENTRE SINGAPORE 648886,B,na,na,na
HORINT PTE. LTD.,SW08B09K000,8A BIOMEDICAL GROVE #01-17/18 IMMUNOS SINGAPORE 138648,A,na,na,na
ARENA KTV PRIVATE LIMITED,SW08B05X000,511 UPPER JURONG ROAD #02-01 ARENA COUNTRY CLUB SINGAPORE 638366,na,na,na,na
SAKAE HOLDINGS LTD.,SW08B03A000,154 WEST COAST ROAD #01-87 WEST COAST PLAZA SINGAPORE 127371,A,na,na,na
IDEAL FOODS (S) PTE. LTD.,SW08A89E000,1 JURONG WEST CENTRAL 2 #B1-03 JURONG POINT 1 SINGAPORE 648886,A,na,na,na
SWEET TALK PTE. LTD.,SW08A73A000,63 JURONG WEST CENTRAL 3 #01-33 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
YOGURT PLACE PTE. LTD.,SW08A67X000,63 JURONG WEST CENTRAL 3 #03-89E JURONG POINT SINGAPORE 648331,A,na,na,na
ORIENTAL HERBAL TEA PTE. LTD.,SW08A66V000,63 JURONG WEST CENTRAL 3 #01-41 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
CTL F&B PTE. LTD.,SW08A54E000,51 SOON LEE ROAD #01-51B SCAL RECREATION CENTRE SINGAPORE 628088,na,na,na,na
GOLDEN WISER MANAGEMENT PTE. LTD.,SW08A50N000,63 JURONG WEST CENTRAL 3 #03-89D JURONG POINT SHOPPING CENTRE SINGAPORE 648331,A,na,na,na
LEE MAY YIN,SW08A44K000,63 JURONG WEST CENTRAL 3 #01-92/93 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,4,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW08A40X000,10 BUKIT BATOK CENTRAL #01-01 BUKIT BATOK MRT STATION SINGAPORE 659958,A,na,na,na
LEE MAY YIN,SW08A35L000,63 JURONG WEST CENTRAL 3 #01-40 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
FRAGRANCE FOODSTUFF PTE LTD,SW08A29J000,63 JURONG WEST CENTRAL 3 #01-35 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,na,na,na,na
TWELVE CUPCAKES PTE. LTD.,SW08A24X000,10 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK MRT STATION SINGAPORE 659958,A,na,na,na
BAGUS MANAGEMENT PTE. LTD.,SW08A22A000,1 MARITIME SQUARE #01-103 TO #01-108 HARBOURFRONT CENTRE SINGAPORE 099253,na,6,na,na
TEN & HAN TRADING PTE LTD,SW08A18N000,63 JURONG WEST CENTRAL 3 #01-39 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
ROYAL T GROUP PTE. LTD.,SW08A05B000,63 JURONG WEST CENTRAL 3 #B1-60/61 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,A,na,na,na
CRYSTAL JADE LA MIAN XIAO LONG BAO (JURONG POINT) PTE LTD,SW08A02J000,63 JURONG WEST CENTRAL 3 #03-96 to #03-104 SINGAPORE 648331,A,6,na,na
KJM CURRY HOUSE & RESTAURANT PTE. LTD.,SW08997L000,217A JURONG EAST STREET 21 #01-593 SINGAPORE 601217,B,na,na,na
TEN & HAN TRADING PTE LTD,SW08989L000,63 JURONG WEST CENTRAL 3 #01-37/38 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,6,na,na
MAYSON BAKERY PTE LTD,SW08986X000,63 JURONG WEST CENTRAL 3 #01-66 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,na,na,na,na
EAT. BUSINESS PTE. LTD.,SW08985V000,63 JURONG WEST CENTRAL 3 #01-76/77/78 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
BAKERZIN HOLDINGS PTE. LTD.,SW08984A000,63 JURONG WEST CENTRAL 3 #03-58/59 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,A,na,na,na
WESTLAKE 3 PTE. LTD.,SW08983B000,63 JURONG WEST CENTRAL 3 #03-89C JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
SHIHLIN TAIWAN STREET SNACKS (HM) PTE. LTD.,SW08981E000,63 JURONG WEST CENTRAL 3 #01-34 JURONG POINT SHOPPING CENTRE SINGAPORE 648331,B,na,na,na
PIZZA HUT SINGAPORE PTE LTD,SW08977V000,166 BUKIT BATOK WEST AVENUE 8 #01-262 SINGAPORE 650166,A,na,na,na
