,BusStopCode,RoadName,Description,Latitude,Longitude,geometry,area
0,01012,Victoria St,Hotel Grand Pacific,1.29684825487647,103.85253591654006,POINT (103.8525359165401 1.29684825487647),VICTORIA
1,01013,Victoria St,St. Joseph's Ch,1.29770970610083,103.8532247463225,POINT (103.8532247463225 1.29770970610083),VICTORIA
2,01019,Victoria St,Bras Basah Cplx,1.29698951191332,103.85302201172507,POINT (103.8530220117251 1.29698951191332),BUGIS
3,01029,Nth Bridge Rd,Opp Natl Lib,1.2966729849642,103.85441422464267,POINT (103.8544142246427 1.2966729849642),BUGIS
4,01039,Nth Bridge Rd,Bugis Cube,1.29820784139683,103.85549139837407,POINT (103.8554913983741 1.29820784139683),BUGIS
5,01059,Victoria St,Bugis Stn Exit B,1.30075679526626,103.85611040457583,POINT (103.8561104045758 1.30075679526626),BUGIS
6,01109,Queen St,Queen St Ter,1.30358577565355,103.85650372998224,POINT (103.8565037299822 1.30358577565355),ROCHOR CANAL
7,01112,Victoria St,Opp Bugis Stn Exit C,1.30009212839081,103.85520027125814,POINT (103.8552002712581 1.30009212839081),VICTORIA
8,01113,Victoria St,Bugis Stn Exit A,1.30117297541547,103.8561140106393,POINT (103.8561140106393 1.30117297541547),BUGIS
9,01119,Victoria St,Aft Bugis Stn Exit C,1.2996041093804,103.85512934079571,POINT (103.8551293407957 1.2996041093804),BUGIS
10,01121,Victoria St,Stamford Pr Sch,1.30393809691048,103.85867999243207,POINT (103.8586799924321 1.30393809691048),ROCHOR CANAL
11,01129,Victoria St,Opp Stamford Pr Sch,1.30350269187301,103.85864530718491,POINT (103.8586453071849 1.30350269187301),KAMPONG GLAM
12,01139,Nth Bridge Rd,Parkview Sq,1.30033057855542,103.85716080665901,POINT (103.857160806659 1.30033057855542),BUGIS
13,01211,Victoria St,Opp Blk 461,1.30551803523268,103.8605449516032,POINT (103.8605449516032 1.30551803523268),CRAWFORD
14,01219,Victoria St,Blk 461,1.30526598535719,103.86072019914616,POINT (103.8607201991462 1.30526598535719),CRAWFORD
15,01229,Nth Bridge Rd,Bef Sultan Mque,1.30337552638813,103.85963089198265,POINT (103.8596308919826 1.30337552638813),KAMPONG GLAM
16,01231,Jln Sultan,Opp Textile Ctr,1.3032499999752,103.8610830559663,POINT (103.8610830559663 1.3032499999752),KAMPONG GLAM
17,01239,Jln Sultan,Sultan Plaza,1.30291236608351,103.86161817611134,POINT (103.8616181761113 1.30291236608351),CRAWFORD
18,01311,Kallang Rd,Lavender Stn Exit B,1.3070916463394,103.86219695240973,POINT (103.8621969524097 1.3070916463394),LAVENDER
19,01319,Kallang Rd,Lavender Stn Exit A/ICA,1.30757426746418,103.86325596123476,POINT (103.8632559612348 1.30757426746418),LAVENDER
20,01329,Nth Bridge Rd,Blk 8,1.30495670239172,103.86363028484124,POINT (103.8636302848412 1.30495670239172),CRAWFORD
21,01339,Crawford St,Bef Crawford Bridge,1.30774601733202,103.8642627465441,POINT (103.8642627465441 1.30774601733202),KAMPONG BUGIS
22,01341,Crawford St,Southbank,1.30647555600578,103.86452527798744,POINT (103.8645252779874 1.30647555600578),CRAWFORD
23,01349,Crawford St,Opp Blk 4,1.30568635716829,103.86543994417883,POINT (103.8654399441788 1.30568635716829),KAMPONG BUGIS
24,01411,Beach Rd,Opp St. John HQ,1.30211332865049,103.86295598167331,POINT (103.8629559816733 1.30211332865049),CRAWFORD
25,01419,Beach Rd,St. John HQ,1.3020199999911,103.86326333301203,POINT (103.863263333012 1.3020199999911),NICOLL
26,01421,Beach Rd,Opp Golden Mile Cplx,1.30338444400173,103.86483888898641,POINT (103.8648388889864 1.30338444400173),CRAWFORD
27,01429,Beach Rd,Golden Mile Cplx,1.3032136089394,103.86501584807763,POINT (103.8650158480776 1.3032136089394),NICOLL
28,01511,Beach Rd,Opp The Gateway,1.29919826103807,103.85864518302436,POINT (103.8586451830244 1.29919826103807),BUGIS
29,01519,Beach Rd,The Gateway,1.29907492488417,103.8589102973441,POINT (103.8589102973441 1.29907492488417),CITY HALL
30,01521,Beach Rd,Opp Plaza Parkroyal,1.30088304437602,103.86066098182194,POINT (103.8606609818219 1.30088304437602),KAMPONG GLAM
31,01529,Beach Rd,Plaza Parkroyal,1.30041667676526,103.86044115259938,POINT (103.8604411525994 1.30041667676526),NICOLL
32,01541,Rochor Rd,Bugis Stn Exit D,1.29886465442254,103.85734583628746,POINT (103.8573458362875 1.29886465442254),BUGIS
33,01549,Ophir Rd,Opp Duo Residences,1.30069868861162,103.85873120467069,POINT (103.8587312046707 1.30069868861162),KAMPONG GLAM
34,01559,Ophir Rd,Landmark Village Hotel,1.30168731070562,103.85752923961614,POINT (103.8575292396161 1.30168731070562),KAMPONG GLAM
35,01611,Beach Rd,Aft Raffles Hotel,1.29527259171342,103.85533686181174,POINT (103.8553368618117 1.29527259171342),CITY HALL
36,01619,Beach Rd,Esplanade Stn Exit F,1.29428694178246,103.85503809424233,POINT (103.8550380942423 1.29428694178246),CITY HALL
37,01621,Beach Rd,Opp Shaw Twrs,1.29695888888745,103.85655611109846,POINT (103.8565561110985 1.29695888888745),BUGIS
38,01629,Beach Rd,Shaw Twrs,1.29695972219958,103.85686527780177,POINT (103.8568652778018 1.29695972219958),CITY HALL
39,01631,Middle Rd,Aft Beach Rd,1.29693614589482,103.85580555528077,POINT (103.8558055552808 1.29693614589482),BUGIS
40,01639,Middle Rd,Bef Beach Rd,1.29738750001468,103.85557583297624,POINT (103.8555758329762 1.29738750001468),BUGIS
41,02029,Connaught Dr,Opp S'pore Cricket Club,1.28879015142476,103.85293318066766,POINT (103.8529331806677 1.28879015142476),CITY HALL
42,02049,Bras Basah Rd,Raffles Hotel,1.29452091230981,103.85402155505173,POINT (103.8540215550517 1.29452091230981),CITY HALL
43,02051,Raffles Ave,The Float @ Marina Bay,1.2895030556082,103.85903388899317,POINT (103.8590338889932 1.2895030556082),MARINA CENTRE
44,02061,Raffles Ave,The Esplanade,1.2899638888957,103.85640388886262,POINT (103.8564038888626 1.2899638888957),MARINA CENTRE
45,02089,Raffles Blvd,Promenade Stn/Pan Pacific,1.29152694444975,103.8592061110504,POINT (103.8592061110504 1.29152694444975),MARINA CENTRE
46,02099,Raffles Blvd,Marina Ctr Ter,1.29147264805943,103.86148558380779,POINT (103.8614855838078 1.29147264805943),MARINA CENTRE
47,02101,Raffles Ave,AFT S'PORE FLYER,1.28938483786533,103.86183148116275,POINT (103.8618314811628 1.28938483786533),MARINA CENTRE
48,02111,Esplanade Dr,Esplanade Bridge,1.29095592348389,103.85453419435228,POINT (103.8545341943523 1.29095592348389),CITY HALL
49,02119,Nicoll Highway,Opp War Memorial Pk,1.29184407356581,103.85534334305085,POINT (103.8553433430508 1.29184407356581),MARINA CENTRE
50,02141,Temasek Blvd,Suntec Twr Two,1.29576571603037,103.85933814632858,POINT (103.8593381463286 1.29576571603037),MARINA CENTRE
51,02149,Temasek Blvd,Suntec Twr Three,1.29560459817725,103.85955533029184,POINT (103.8595553302918 1.29560459817725),MARINA CENTRE
52,02151,Temasek Blvd,Suntec Convention Ctr,1.29317776320814,103.85784623004031,POINT (103.8578462300403 1.29317776320814),MARINA CENTRE
53,02159,Temasek Blvd,Opp Suntec Convention Ctr,1.29360811227161,103.85840672828635,POINT (103.8584067282864 1.29360811227161),MARINA CENTRE
54,02161,Temasek Ave,Promenade Stn,1.29268553508737,103.86093156188176,POINT (103.8609315618818 1.29268553508737),MARINA CENTRE
55,02169,Temasek Ave,Promenade Stn Exit B,1.29333836780589,103.86070849052753,POINT (103.8607084905275 1.29333836780589),MARINA CENTRE
56,02171,Temasek Ave,Opp The Ritz-Carlton,1.29070000003898,103.86092194446034,POINT (103.8609219444603 1.29070000003898),MARINA CENTRE
57,02181,Parliament Pl,Supreme Ct,1.28947444402148,103.85098166700017,POINT (103.8509816670002 1.28947444402148),CITY HALL
58,03011,Fullerton Rd,Fullerton Sq,1.28561840945474,103.85342223246427,POINT (103.8534222324643 1.28561840945474),CLIFFORD PIER
59,03019,Collyer Quay,OUE Bayfront,1.284245000013,103.85310805599599,POINT (103.853108055996 1.284245000013),CLIFFORD PIER
60,03021,Cecil St,Prudential Twr,1.28255524603003,103.84998903789258,POINT (103.8499890378926 1.28255524603003),RAFFLES PLACE
61,03031,Robinson Rd,Raffles Pl Stn Exit F,1.28207492207952,103.85086074925066,POINT (103.8508607492507 1.28207492207952),RAFFLES PLACE
62,03041,Cross St,Telok Ayer Stn Exit A,1.28179509394707,103.84893207391676,POINT (103.8489320739168 1.28179509394707),CHINATOWN
63,03059,Raffles Quay,One Raffles Quay,1.281111,103.851461,POINT (103.851461 1.281111),CENTRAL SUBZONE
64,03071,Robinson Rd,OPP SO SOFITEL S'PORE,1.27990609626764,103.84940030424481,POINT (103.8494003042448 1.27990609626764),CECIL
65,03111,Robinson Rd,Aft Capital Twr,1.2778259536079,103.8481011719729,POINT (103.8481011719729 1.2778259536079),CECIL
66,03129,Shenton Way,UIC Bldg,1.27807003532092,103.84956718123823,POINT (103.8495671812382 1.27807003532092),CECIL
67,03151,Cecil St,Opp GB Bldg,1.27892124625262,103.84776234627124,POINT (103.8477623462712 1.27892124625262),CECIL
68,03217,Shenton Way,Opp AXA Twr,1.27552218897645,103.8479443674916,POINT (103.8479443674916 1.27552218897645),CENTRAL SUBZONE
69,03218,Shenton Way,Opp MAS Bldg,1.2740788888387,103.84687388890413,POINT (103.8468738889041 1.2740788888387),CENTRAL SUBZONE
70,03222,Anson Rd,Hub Synergy Pt,1.27397836925637,103.84489562922414,POINT (103.8448956292241 1.27397836925637),ANSON
71,03223,Anson Rd,Tanjong Pagar Stn Exit C,1.2757033952327,103.84632468221952,POINT (103.8463246822195 1.2757033952327),TANJONG PAGAR
72,03239,Shenton Way,Shenton Way Ter,1.27464226961973,103.84756721372408,POINT (103.8475672137241 1.27464226961973),CENTRAL SUBZONE
73,03241,Anson Rd,Mapletree Anson,1.27456,103.84537,POINT (103.84537 1.27456),TANJONG PAGAR
74,03331,Marina Blvd,Bef Marina Gdns Dr,1.27663307202767,103.86076808024792,POINT (103.8607680802479 1.27663307202767),MARINA SOUTH
75,03339,Central Blvd,Aft Marina Gdns Dr,1.27498516412784,103.85950016250487,POINT (103.8595001625049 1.27498516412784),STRAITS VIEW
76,03341,Marina Gdns Dr,Bef Gdns by the Bay,1.27959780011944,103.8643376844082,POINT (103.8643376844082 1.27959780011944),MARINA SOUTH
77,03349,Marina Gdns Dr,Aft Gdns by the Bay,1.27965600609923,103.8647780795552,POINT (103.8647780795552 1.27965600609923),MARINA SOUTH
78,03361,Marina Gdns Dr,Opp Marina Barrage,1.279917,103.868895,POINT (103.868895 1.279917),MARINA SOUTH
79,03369,Marina Gdns Dr,Marina Barrage,1.27960772061959,103.8698744774074,POINT (103.8698744774074 1.27960772061959),MARINA SOUTH
80,03371,Marina Gdns Dr,Gdns by the Bay,1.28066479303461,103.86626955523418,POINT (103.8662695552342 1.28066479303461),MARINA SOUTH
81,03381,Marina Blvd,The Sail,1.28162601329006,103.85306513725685,POINT (103.8530651372568 1.28162601329006),CENTRAL SUBZONE
82,03391,Marina Blvd,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,POINT (103.8549800676799 1.28037660340352),CENTRAL SUBZONE
83,03411,Marina Coastal Dr,Opp Marina Sth Pier Stn,1.27159299884076,103.86300900488229,POINT (103.8630090048823 1.27159299884076),STRAITS VIEW
84,03419,Marina Coastal Dr,Marina Sth Pier Stn,1.27127698470973,103.86297693157816,POINT (103.8629769315782 1.27127698470973),STRAITS VIEW
85,03421,Marina Coastal Dr,Marina Bay Cruise Ctr,1.26694090294712,103.85964778134667,POINT (103.8596477813467 1.26694090294712),STRAITS VIEW
86,03501,Bayfront Ave,Marina Bay Sands Theatre,1.28500467671367,103.8606110538643,POINT (103.8606110538643 1.28500467671367),BAYFRONT SUBZONE
87,03509,Bayfront Ave,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891767,POINT (103.8600438889177 1.28314999997332),BAYFRONT SUBZONE
88,03511,Bayfront Ave,Aft Bayfront Stn Exit E,1.28194779470571,103.85897064872482,POINT (103.8589706487248 1.28194779470571),BAYFRONT SUBZONE
89,03519,Bayfront Ave,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,POINT (103.8588479999738 1.28124500000125),BAYFRONT SUBZONE
90,03529,Central Blvd,Downtown Stn,1.27939957419063,103.85278769921703,POINT (103.852787699217 1.27939957419063),CENTRAL SUBZONE
91,03539,Central Blvd,Marina Bay Stn,1.2775330547661,103.85561610012866,POINT (103.8556161001287 1.2775330547661),CENTRAL SUBZONE
92,04019,Bencoolen St,OPP BENCOOLEN STN EXIT B,1.29807216909408,103.84975607305783,POINT (103.8497560730578 1.29807216909408),BRAS BASAH
93,04029,Bencoolen St,BEF BENCOOLEN STN EXIT A,1.29948166696821,103.85092666701239,POINT (103.8509266670124 1.29948166696821),VICTORIA
94,04111,Stamford Rd,Capitol Bldg,1.29395444170081,103.85139096636622,POINT (103.8513909663662 1.29395444170081),CITY HALL
95,04121,Stamford Rd,SMU,1.29618544092334,103.84958029974611,POINT (103.8495802997461 1.29618544092334),BRAS BASAH
96,04142,Hill St,Armenian Ch,1.2930982644668,103.84965994500728,POINT (103.8496599450073 1.2930982644668),BRAS BASAH
97,04143,Hill St,Stamford Ct,1.29411640848293,103.85020606905503,POINT (103.850206069055 1.29411640848293),BRAS BASAH
98,04149,Hill St,Grand Pk City Hall,1.29276132399953,103.84983741344308,POINT (103.8498374134431 1.29276132399953),CITY HALL
99,04151,Victoria St,Cath Of The Good Shepherd,1.29533777799211,103.85113972198121,POINT (103.8511397219812 1.29533777799211),BRAS BASAH
100,04159,Victoria St,Aft Chijmes,1.29489484954945,103.85108138663934,POINT (103.8510813866393 1.29489484954945),CITY HALL
101,04167,Nth Bridge Rd,City Hall Stn Exit B,1.29250006522444,103.85145315468638,POINT (103.8514531546864 1.29250006522444),CITY HALL
102,04168,Nth Bridge Rd,Aft City Hall Stn Exit B,1.29208221483052,103.85125994680256,POINT (103.8512599468026 1.29208221483052),CITY HALL
103,04179,Bras Basah Rd,AFT BRAS BASAH STN EXIT A,1.29647916306741,103.85147164487202,POINT (103.851471644872 1.29647916306741),BRAS BASAH
104,04211,River Valley Rd,Clarke Quay,1.29043611099357,103.84712444398055,POINT (103.8471244439805 1.29043611099357),CLARKE QUAY
105,04219,River Valley Rd,Opp Clarke Quay,1.29096802754795,103.84686777836987,POINT (103.8468677783699 1.29096802754795),FORT CANNING
106,04222,Eu Tong Sen St,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,POINT (103.8470897636557 1.28898962180798),CLARKE QUAY
107,04223,Hill St,Old Hill St Police Stn,1.29084476137495,103.84857901022669,POINT (103.8485790102267 1.29084476137495),FORT CANNING
108,04229,Hill St,High St Ctr,1.29044830830726,103.84875123545265,POINT (103.8487512354527 1.29044830830726),CITY HALL
109,04239,New Bridge Rd,Opp Clarke Quay Stn,1.28882717929599,103.8474938118651,POINT (103.8474938118651 1.28882717929599),BOAT QUAY
110,04249,Nth Bridge Rd,Opp The Treasury,1.29043039362749,103.85026216508201,POINT (103.850262165082 1.29043039362749),CITY HALL
111,04251,Nth Boat Quay,Opp High St Ctr,1.28973833297563,103.84888472198024,POINT (103.8488847219802 1.28973833297563),CITY HALL
112,04311,Clemenceau Ave,Aft River Valley Rd,1.29464575337351,103.8439214229312,POINT (103.8439214229312 1.29464575337351),FORT CANNING
113,04321,Clemenceau Ave,UE Sq,1.2921400077773,103.84303646191061,POINT (103.8430364619106 1.2921400077773),ROBERTSON QUAY
114,04329,Clemenceau Ave,Opp UE Sq,1.29197057108024,103.84328384973516,POINT (103.8432838497352 1.29197057108024),CLARKE QUAY
115,04331,River Valley Rd,BEF FORT CANNING STN,1.29183939431601,103.84504089382705,POINT (103.845040893827 1.29183939431601),CLARKE QUAY
116,04339,River Valley Rd,FORT CANNING STN EXIT B,1.29221099996741,103.84500500002959,POINT (103.8450050000296 1.29221099996741),FORT CANNING
117,05009,Nth Canal Rd,Opp OCBC Ctr,1.28592554082489,103.84923642965272,POINT (103.8492364296527 1.28592554082489),BOAT QUAY
118,05012,Eu Tong Sen St,Bef Pearl'S Hill Terr,1.28154583300728,103.84087722199499,POINT (103.840877221995 1.28154583300728),PEOPLE'S PARK
119,05013,Eu Tong Sen St,Chinatown Stn Exit C,1.28406979945936,103.84299874303983,POINT (103.8429987430398 1.28406979945936),PEOPLE'S PARK
120,05019,New Bridge Rd,Aft Duxton Plain Pk,1.28118388885484,103.84105000000471,POINT (103.8410500000047 1.28118388885484),CHINATOWN
121,05022,Eu Tong Sen St,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,POINT (103.8443720340535 1.28571089865595),PEARL'S HILL
122,05023,Eu Tong Sen St,Opp Hong Lim Pk,1.28692928357498,103.84540375642477,POINT (103.8454037564248 1.28692928357498),CLARKE QUAY
123,05029,Sth Bridge Rd,Boat Quay,1.28712283362119,103.84819780822524,POINT (103.8481978082252 1.28712283362119),BOAT QUAY
124,05039,New Bridge Rd,New Bridge Ctr,1.28293819129834,103.84254276754574,POINT (103.8425427675457 1.28293819129834),CHINATOWN
125,05049,New Bridge Rd,Chinatown Stn Exit E,1.28531114761754,103.84455070696784,POINT (103.8445507069678 1.28531114761754),CHINA SQUARE
126,05059,New Bridge Rd,Hong Lim Pk,1.28676420118491,103.84575036447065,POINT (103.8457503644706 1.28676420118491),BOAT QUAY
127,05069,New Bridge Rd,Outram Pk Stn Exit H,1.28027629959632,103.84029791443083,POINT (103.8402979144308 1.28027629959632),CHINATOWN
128,05129,Upp Pickering St,Opp One Upp Pickering,1.28601166699569,103.84634666701143,POINT (103.8463466670114 1.28601166699569),BOAT QUAY
129,05131,Upp Cross St,Opp Hong Lim Cplx,1.284073056,103.8453381,POINT (103.8453381 1.284073056),CHINATOWN
130,05189,Sth Bridge Rd,Opp Sri Mariamman Tp,1.2820913960391,103.84528061446953,POINT (103.8452806144695 1.2820913960391),CHINATOWN
131,05199,Sth Bridge Rd,Opp Hong Lim Cplx,1.28451455846092,103.84666049314171,POINT (103.8466604931417 1.28451455846092),CHINA SQUARE
132,05239,Neil Rd,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,POINT (103.8415105424013 1.27854113014976),CHINATOWN
133,05241,Kreta Ayer Rd,Opp Blk 333,1.28071988238536,103.84227488654868,POINT (103.8422748865487 1.28071988238536),CHINATOWN
134,05259,Neil Rd,Aft Kreta Ayer Rd,1.27979447837032,103.84262707605177,POINT (103.8426270760518 1.27979447837032),CHINATOWN
135,05269,Sth Bridge Rd,Maxwell Rd FC,1.28097747304602,103.84460051710637,POINT (103.8446005171064 1.28097747304602),MAXWELL
136,05271,Tg Pagar Rd,Opp Fairfield Meth Ch,1.27975329525167,103.84382212419122,POINT (103.8438221241912 1.27975329525167),CHINATOWN
137,05319,Church St,OCBC Ctr,1.284437,103.849114,POINT (103.849114 1.284437),PHILLIP
138,05411,Tg Pagar Rd,Tg Pagar Plaza,1.27519165673078,103.84309190393883,POINT (103.8430919039388 1.27519165673078),CHINATOWN
139,05419,Tg Pagar Rd,The Amara,1.27470669455555,103.84318683838887,POINT (103.8431868383889 1.27470669455555),ANSON
140,05421,Tg Pagar Rd,Aft Craig Rd,1.27777470568529,103.84346347289251,POINT (103.8434634728925 1.27777470568529),CHINATOWN
141,05429,Tg Pagar Rd,Bef Craig Rd,1.27769413050075,103.84370654372525,POINT (103.8437065437252 1.27769413050075),CHINATOWN
142,05431,Hoe Chiang Rd,TOWER 15,1.27408,103.8420461,POINT (103.8420461 1.27408),ANSON
143,05519,Cantonment Rd,Opp Maritime Hse,1.27553472200739,103.84112694400494,POINT (103.8411269440049 1.27553472200739),CHINATOWN
144,05521,Cantonment Rd,Maritime Hse,1.27676861098316,103.84059222200347,POINT (103.8405922220035 1.27676861098316),EVERTON PARK
145,05629,Cantonment Rd,Opp Southpoint,1.273211389,103.84187,POINT (103.84187 1.273211389),ANSON
146,05631,Cantonment Link,Blk 16,1.27346055934188,103.84034718190608,POINT (103.8403471819061 1.27346055934188),EVERTON PARK
147,05641,Keppel Rd,Bef Cantonment Rd,1.27272393115133,103.84140618785226,POINT (103.8414061878523 1.27272393115133),EVERTON PARK
148,05649,Keppel Rd,Opp Customs Port Br HQ,1.2723842122117,103.84093912218094,POINT (103.8409391221809 1.2723842122117),CITY TERMINALS
149,05651,Tg Pagar Rd,Opp Fuji Xerox Twrs,1.273218611,103.8430731,POINT (103.8430731 1.273218611),ANSON
150,06011,Outram Rd,Opp Outram Pk Stn,1.28165999996967,103.83801388886192,POINT (103.8380138888619 1.28165999996967),SINGAPORE GENERAL HOSPITAL
151,06029,Outram Rd,Outram Pk Stn,1.28177041153491,103.8383828488293,POINT (103.8383828488293 1.28177041153491),PEOPLE'S PARK
152,06031,Chin Swee Rd,Opp Blk 13,1.28607055552165,103.83879166662209,POINT (103.8387916666221 1.28607055552165),PEARL'S HILL
153,06039,Chin Swee Rd,Blk 8,1.28705997883119,103.83962555611693,POINT (103.8396255561169 1.28705997883119),PEARL'S HILL
154,06049,Outram Rd,BEF OUTRAM FLYOVER,1.28474856880259,103.83517705055233,POINT (103.8351770505523 1.28474856880259),PEARL'S HILL
155,06051,Tiong Bahru Rd,Blk 55,1.28475980959972,103.83405671725487,POINT (103.8340567172549 1.28475980959972),TIONG BAHRU
156,06069,Outram Rd,Aft Furama RiverFront,1.28623157720487,103.83496162445665,POINT (103.8349616244567 1.28623157720487),PEARL'S HILL
157,06071,Zion Rd,Blk 2B,1.28685859481289,103.83360028266564,POINT (103.8336002826656 1.28685859481289),TIONG BAHRU
158,06081,Zion Rd,Blk 94,1.28837086415387,103.83349881780524,POINT (103.8334988178052 1.28837086415387),BUKIT HO SWEE
159,06129,Kim Seng Rd,Grand Copthorne Hotel,1.29078162052352,103.83440916705554,POINT (103.8344091670555 1.29078162052352),ROBERTSON QUAY
160,06131,Zion Rd,The Boys' Brigade HQ,1.29152472200833,103.83222750001508,POINT (103.8322275000151 1.29152472200833),BUKIT HO SWEE
161,06141,Havelock Rd,Holiday Inn Atrium,1.28963300933974,103.83381241921823,POINT (103.8338124192182 1.28963300933974),BUKIT HO SWEE
162,06149,Havelock Rd,Opp Holiday Inn Atrium,1.28984045728104,103.83411526676929,POINT (103.8341152667693 1.28984045728104),BUKIT HO SWEE
163,06151,Havelock Rd,Hotel Miramar,1.28870976841461,103.83737276969174,POINT (103.8373727696917 1.28870976841461),ROBERTSON QUAY
164,06159,Havelock Rd,Opp Hotel Miramar,1.28909385421188,103.8368794036018,POINT (103.8368794036018 1.28909385421188),ROBERTSON QUAY
165,06161,Havelock Rd,Blk 2,1.28901705678419,103.83994286096711,POINT (103.8399428609671 1.28901705678419),PEARL'S HILL
166,06169,Havelock Rd,River Pl Condo,1.28937078931125,103.83998944937589,POINT (103.8399894493759 1.28937078931125),ROBERTSON QUAY
167,06171,Upp Cross St,Opp State Ct,1.286101944,103.8425356,POINT (103.8425356 1.286101944),PEARL'S HILL
168,06189,Havelock Rd,Ctrl Sq,1.28779136477868,103.84329428089559,POINT (103.8432942808956 1.28779136477868),CLARKE QUAY
169,07011,Selegie Rd,Peace Ctr,1.30099699058522,103.8498101874305,POINT (103.8498101874305 1.30099699058522),SELEGIE
170,07021,Selegie Rd,Selegie Ctr,1.30324521574524,103.84995776766847,POINT (103.8499577676685 1.30324521574524),SELEGIE
171,07031,S'goon Rd,Tekka Ctr,1.30572083298412,103.85120583303191,POINT (103.8512058330319 1.30572083298412),FARRER PARK
172,07111,S'goon Rd,Broadway Hotel,1.30879366465919,103.8531751994068,POINT (103.8531751994068 1.30879366465919),FARRER PARK
173,07211,S'goon Rd,Aft Farrer Pk Stn Exit G,1.31313747728456,103.8563561439714,POINT (103.8563561439714 1.31313747728456),LAVENDER
174,07221,S'goon Rd,Sri Vadapathira K Tp,1.314966,103.857819,POINT (103.857819 1.314966),LAVENDER
175,07231,Kitchener Rd,Bef Tai Hoe Hotel,1.309658889,103.8573711,POINT (103.8573711 1.309658889),LAVENDER
176,07241,Lavender St,Bef S'Goon Rd,1.31557142083242,103.85900616698896,POINT (103.859006166989 1.31557142083242),LAVENDER
177,07249,Lavender St,Aft Kempas Rd,1.315368056,103.8594669,POINT (103.8594669 1.315368056),BENDEMEER
178,07319,Jln Besar,Aft Allenby Rd,1.31038833299803,103.85870666696984,POINT (103.8587066669698 1.31038833299803),LAVENDER
179,07329,Jln Besar,Hoa Nam Bldg,1.31284472583438,103.85989088288474,POINT (103.8598908828847 1.31284472583438),LAVENDER
180,07331,Kitchener Rd,Aft King George's Ave,1.30824994545395,103.8589096071918,POINT (103.8589096071918 1.30824994545395),LAVENDER
181,07351,Lavender St,ARC 380,1.31351833300073,103.86054527803076,POINT (103.8605452780308 1.31351833300073),LAVENDER
182,07359,Lavender St,OPP ARC 380,1.31368253065979,103.86071451807119,POINT (103.8607145180712 1.31368253065979),KALLANG BAHRU
183,07361,Lavender St,Bef Kallang Bahru,1.31167636068313,103.86189483728585,POINT (103.8618948372858 1.31167636068313),LAVENDER
184,07369,Lavender St,Aft Kallang Bahru,1.31140805601851,103.86237888899062,POINT (103.8623788889906 1.31140805601851),KALLANG BAHRU
185,07371,Lavender St,Aft Kallang Rd,1.30950750000455,103.86350138902452,POINT (103.8635013890245 1.30950750000455),LAVENDER
186,07379,Lavender St,Aperia/Bef Kallang Rd,1.31017336740849,103.86338225534827,POINT (103.8633822553483 1.31017336740849),KALLANG BAHRU
187,07419,Jln Besar,Opp Veerasamy Rd,1.30653024120879,103.8561630249311,POINT (103.8561630249311 1.30653024120879),SUNGEI ROAD
188,07517,Bencoolen St,IBIS S'PORE ON BENCOOLEN,1.30145216158073,103.85247781934106,POINT (103.8524778193411 1.30145216158073),BENCOOLEN
189,07518,Bencoolen St,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802,POINT (103.852111750348 1.30095828368506),VICTORIA
190,07529,Jln Besar,JLN BESAR STN EXIT A,1.30431906266143,103.85501564257024,POINT (103.8550156425702 1.30431906266143),SUNGEI ROAD
191,07531,Rochor Canal Rd,Rochor Stn,1.30365644370093,103.8525732326128,POINT (103.8525732326128 1.30365644370093),BENCOOLEN
192,07539,Sungei Rd,Opp Rochor Stn,1.30461300741211,103.8520009720951,POINT (103.8520009720951 1.30461300741211),LITTLE INDIA
193,07551,Rochor Rd,Fu Lu Shou Cplx,1.30171975809706,103.8546132267025,POINT (103.8546132267025 1.30171975809706),VICTORIA
194,07561,Middle Rd,Bef Waterloo St,1.29945446471936,103.85267983857253,POINT (103.8526798385725 1.29945446471936),VICTORIA
195,07569,Middle Rd,Aft Waterloo St,1.29949531348401,103.85301395376233,POINT (103.8530139537623 1.29949531348401),VICTORIA
196,07571,Middle Rd,SUNSHINE PLAZA,1.30063444632288,103.85114009314601,POINT (103.851140093146 1.30063444632288),BENCOOLEN
197,07589,Ophir Rd,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983388,POINT (103.8554999998339 1.30320609782822),ROCHOR CANAL
198,08011,Clemenceau Ave,Opp Haw Par Glass Twr,1.29706985017362,103.84361028672502,POINT (103.843610286725 1.29706985017362),DHOBY GHAUT
199,08019,Clemenceau Ave,Aft Haw Par Glass Twr,1.29624633745957,103.84407009228418,POINT (103.8440700922842 1.29624633745957),FORT CANNING
200,08031,Penang Rd,Dhoby Ghaut Stn Exit B,1.29831153783592,103.8452569595532,POINT (103.8452569595532 1.29831153783592),DHOBY GHAUT
201,08041,Orchard Rd,YMCA,1.29811014243867,103.84780636909545,POINT (103.8478063690955 1.29811014243867),BRAS BASAH
